time_stamp,user_id,grade,pre_score,adjusted_improvement,anxiety,complete,user_message,chatbot_message,hint_id,action,positive_feedback,stage,pos,neg,help,failed_attempts,reward
2020-10-29T01:28:07.274739+00:00,80,3,1,5,10,True,hint please,:),51,nothing,True,height,0.697,0.0,1,3,0.1
2020-10-29T01:29:08.554862+00:00,80,3,1,5,10,True, i need a hint,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,height,0.0,0.0,1,3,0.11
2020-10-29T01:29:43.11028+00:00,80,3,1,5,10,True, I need a hint,Hm... let's keep thinking!,88,question,True,height,0.0,0.0,1,3,0.1
2020-10-29T01:31:41.906944+00:00,80,3,1,5,10,True,umm i'm stuck,Hm... let's keep thinking!,88,question,True,height,0.0,0.5,1,13,0.1
2020-10-29T01:33:23.445588+00:00,80,3,1,5,10,True,I need a hint ,Hm... let's keep thinking!,88,question,True,height,0.0,0.0,1,16,0.1
2020-10-29T01:36:02.748775+00:00,80,3,1,5,10,True,i don't know how to do it and the hints arent working,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,height,0.0,0.0,1,27,0.01
2020-10-29T01:36:59.050141+00:00,80,3,1,5,10,True,i need a hint,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",43,hint,,height,0.0,0.0,1,27,0.01
2020-10-29T01:36:59.218887+00:00,83,2,2,1,12,True,I need a hint,:),51,nothing,True,length,0.0,0.0,1,3,0.1
2020-10-29T01:37:58.684595+00:00,83,2,2,1,12,True,hint,:),51,nothing,,volume,0.0,0.0,1,2,0.0
2020-10-29T01:38:12.741832+00:00,83,2,2,1,12,True,not helpful dude,:),51,nothing,,volume,0.0,0.538,1,2,0.0
2020-10-29T01:39:45.874789+00:00,83,2,2,1,12,True,hey rocky,:),51,nothing,True,volume,0.0,0.0,0.42271020014776006,6,0.1
2020-10-29T01:42:21.450301+00:00,80,3,1,5,10,True,hint,:),51,nothing,,volume,0.0,0.0,1,4,0.0
2020-10-29T01:42:33.929116+00:00,83,2,2,1,12,True,I am stuck,:),51,nothing,,volume,0.0,0.667,1,12,0.0
2020-10-29T01:42:47.850025+00:00,83,2,2,1,12,True,help,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,73,encourage,,volume,1.0,0.0,1,12,0.0
2020-10-29T01:39:13.532783+00:00,80,3,1,5,10,True,I don't,You have seen all the hints. Try your best to answer the question!,44,hint,,height,0.0,0.0,1,30,0.01
2020-10-29T01:40:06.650545+00:00,83,2,2,1,12,True,stop sending :),:),51,nothing,True,volume,0.484,0.355,0.4333851986014609,6,0.1
2020-10-29T01:40:41.848528+00:00,80,3,1,5,10,True,hint,:),51,nothing,,width,0.0,0.0,1,1,0.0
2020-10-29T01:45:09.917494+00:00,83,2,2,1,12,True,HELP,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,volume,1.0,0.0,1,13,0.01
2020-10-29T06:04:41.017406+00:00,84,2,3,4,15,True,I need a bit help on this,Hm... let's keep thinking!,88,question,True,height,0.403,0.0,1,0,0.1
2020-10-29T06:07:37.850604+00:00,84,2,3,4,15,True,I need help momo,Hm... let's keep thinking!,88,question,,length,0.574,0.0,1,1,0.0
2020-10-29T06:09:41.80741+00:00,84,2,3,4,15,True,?,:),51,nothing,True,length,0.0,0.0,0.0,1,0.1
2020-10-29T06:15:35.565277+00:00,84,2,3,4,15,True,ok,The people in the village need you! Keep working hard.,85,encourage,True,volume,1.0,0.0,0.44682634883733874,1,0.1
2020-10-29T06:18:21.808375+00:00,84,2,3,4,15,True,I don't know how to do this,:),51,nothing,,volume,0.0,0.0,1,1,0.0
2020-10-29T06:21:27.138923+00:00,84,2,3,4,15,True,is it 15,:),51,nothing,,volume,0.0,0.0,0.47136514835516136,1,0.0
2020-10-29T06:23:21.828988+00:00,84,2,3,4,15,True,I don't know this one,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",69,question,,weight,0.0,0.0,1,0,0.0
2020-10-29T06:13:08.201982+00:00,84,2,3,4,15,True,"do I add 6, 5, 3 together",:),51,nothing,True,volume,0.0,0.0,1,0,0.1
2020-10-29T23:16:33.748407+00:00,81,3,4,0,9,True,thank you!,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,True,height,0.736,0.0,0.48246362487805655,9,0.11
2020-10-29T23:18:34.560816+00:00,81,3,4,0,9,True,can you help?,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,volume,0.574,0.0,1,2,0.01
2020-10-29T23:19:10.456724+00:00,81,3,4,0,9,True,HELP!!,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,,volume,1.0,0.0,1,3,0.0
2020-10-29T23:21:26.83393+00:00,81,3,4,0,9,True,can you help me?,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,volume,0.474,0.0,1,6,0.01
2020-10-29T23:22:36.381353+00:00,81,3,4,0,9,True,help,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,volume,1.0,0.0,1,7,0.01
2020-10-29T23:15:40.442871+00:00,81,3,4,0,9,True,I am stuck,:),51,nothing,True,height,0.0,0.667,1,9,0.1
2020-10-29T23:16:09.876689+00:00,81,3,4,0,9,True,can you help me?,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,height,0.474,0.0,1,9,0.11
2020-10-29T23:18:22.606343+00:00,81,3,4,0,9,True,help me plaese,:),51,nothing,,volume,0.574,0.0,1,2,0.0
2020-10-29T23:30:51.968328+00:00,88,4,8,0,26,True,ok,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,height,1.0,0.0,0.44682634883733874,0,0.11
2020-10-29T23:32:40.608046+00:00,88,4,8,0,26,True,i need help,Hm... let's keep thinking!,88,question,True,height,0.73,0.0,1,1,0.1
2020-10-29T23:34:54.020171+00:00,88,4,8,0,26,True,i am confued,Hm... let's keep thinking!,88,question,,height,0.0,0.0,0.48184012063854487,3,0.0
2020-10-29T23:37:02.765432+00:00,88,4,8,0,26,True,ok,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,length,1.0,0.0,0.44682634883733874,7,0.01
2020-10-30T17:28:33.422488+00:00,90,4,8,0,28,True,hi,You can move your mouse close to the box to turn it into a chocolate!,21,hint,True,length,0.0,0.0,0.3547562197810281,2,0.11
2020-10-30T17:55:33.432999+00:00,92,2,4,2,18,True,do you think that the side can hold 3 chocolates,:),51,nothing,True,height,0.0,0.0,1,0,0.1
2020-10-31T18:34:13.73693+00:00,99,2,3,3,29,True,I think its 11 what about you?,:),51,nothing,True,height,0.0,0.0,1,0,0.1
2020-10-31T18:36:42.78304+00:00,99,2,3,3,29,True,I need some help.,Hm... let's keep thinking!,88,question,True,height,0.574,0.0,1,5,0.1
2020-10-31T18:36:23.017542+00:00,99,2,3,3,29,True,I don',:),51,nothing,True,height,0.0,0.0,0.48184012063854487,5,0.1
2020-10-31T18:37:45.752474+00:00,99,2,3,3,29,True,yay! I am doing it!,:),51,nothing,True,length,0.57,0.0,0.48184012063854487,0,0.1
2020-10-31T18:40:23.444349+00:00,99,2,3,3,29,True,hmmmmmmmmhow do i do it?,:),51,nothing,True,volume,0.0,0.0,1,1,0.1
2020-10-31T18:41:44.62509+00:00,99,2,3,3,29,True,its 30x3 right?,:),51,nothing,,volume,0.0,0.0,0.4561401378415214,1,0.0
2020-10-31T18:42:28.611666+00:00,99,2,3,3,29,True,now it is 90x2,"You’ve just about got it. Don’t give up, yet!",81,encourage,,weight,0.0,0.0,0.47136514835516136,0,0.0
2020-11-01T21:22:18.709825+00:00,97,4,1,0,23,False,What is the answer,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,height,0.0,0.0,1,0,0.01
2020-11-01T21:23:51.304368+00:00,97,4,1,0,23,False,Can you help?,Hm... let's keep thinking!,88,question,True,height,0.574,0.0,1,3,0.1
2020-11-01T21:24:09.414002+00:00,97,4,1,0,23,False,Tell me the answer,Hm... let's keep thinking!,88,question,,height,0.0,0.0,1,3,0.0
2020-11-01T21:24:14.265537+00:00,97,4,1,0,23,False,Now,Move your mouse along the height to count how many chocolates would fit along the height.,41,hint,,height,0.0,0.0,0.46224732194675866,3,0.01
2020-11-01T21:24:23.331333+00:00,97,4,1,0,23,False,l,This problem doesn’t stand a chance against us!,87,encourage,,height,0.0,0.0,0.30861261470616197,3,0.0
2020-11-01T21:24:20.173622+00:00,97,4,1,0,23,False,l,Hm... let's keep thinking!,88,question,,height,0.0,0.0,0.30861261470616197,3,0.0
2020-11-03T18:51:17.22363+00:00,111,3,4,2,20,True,evil,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,height,0.0,1.0,0.386151769356637,0,0.11
2020-11-03T18:53:31.078537+00:00,111,3,4,2,20,True,yes,Try thinking about the concept of volume to solve this problem.,64,question,,volume,1.0,0.0,0.45916944185379566,0,0.0
2020-11-03T18:53:43.151695+00:00,111,3,4,2,20,True,ok,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,volume,1.0,0.0,0.44682634883733874,0,0.0
2020-11-04T00:00:53.962148+00:00,145,3,0,6,24,True,6x3x5,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,volume,0.0,0.0,0.0,0,0.11
2020-11-04T00:04:14.973816+00:00,145,3,0,6,24,True,i dont know what volume is,You’re doing a great job so far. Just keep trying!,74,encourage,,volume,0.0,0.0,1,3,0.0
2020-11-04T00:03:07.921873+00:00,145,3,0,6,24,True,idk,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,True,volume,0.0,1.0,0.0,3,0.11
2020-11-04T00:06:13.36515+00:00,145,3,0,6,24,True,idk,I think we can use an equation! Think about what equation you can use to solve this problem.,66,question,,volume,0.0,1.0,0.0,35,0.0
2020-11-04T00:41:51.743507+00:00,146,3,8,0,13,True,What's the answer,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,volume,0.0,0.0,1,0,0.01
2020-11-04T02:44:47.847673+00:00,144,2,8,0,26,True,a little hard,You’re doing a great job so far. Just keep trying!,74,encourage,,width,0.0,0.525,1,0,0.0
2020-11-04T02:47:10.653396+00:00,144,2,8,0,26,True,is it 5 or 4...,:),51,nothing,,width,0.0,0.0,0.47136514835516136,0,0.0
2020-11-04T02:48:54.655238+00:00,144,2,8,0,26,True,um... not really helpful but... at least you let my know that it's 5 or 4. :|,Hm... let's keep thinking!,88,question,,width,0.0,0.22,1,0,0.0
2020-11-04T02:50:36.980964+00:00,144,2,8,0,26,True,Great idea! But... uhhhh... hmmmm... nothing yet🤷🏻‍♂️,You can move your mouse close to the box to turn it into a chocolate!,37,hint,,width,0.423,0.0,0.4882463025541147,0,0.01
2020-11-04T02:52:18.998302+00:00,144,2,8,0,26,True,ok :),Hm... let's keep thinking!,88,question,,width,1.0,0.0,0.44682634883733874,0,0.0
2020-11-04T02:54:15.07778+00:00,144,2,8,0,26,True,"I said, I knew that, \(ºcº)/!","If we put our minds together, we can figure this problem out!",77,encourage,,length,0.0,0.0,0.48184012063854487,0,0.0
2020-11-04T02:55:26.797969+00:00,144,2,8,0,26,True,ok I got 6,Hm... let's keep thinking!,88,question,,length,0.688,0.0,0.48184012063854487,0,0.0
2020-11-04T02:51:49.940084+00:00,144,2,8,0,26,True,I know that...   thats why I got the correct answer anyways. hmmmm...,Move your mouse along the width to count how many chocolates would fit along the width.,19,hint,,width,0.0,0.0,1,0,0.01
2020-11-04T02:52:01.351912+00:00,144,2,8,0,26,True,5?,"By sliding the chocolate along the width of the box and using the chocolate as a reference, you will find that the width fits 5 chocolates.",20,hint,,width,0.0,0.0,0.0,0,0.01
2020-11-04T02:53:27.429355+00:00,144,2,8,0,26,True,"Now the length, hmmmm...",You can move your mouse close to the box to turn it into a chocolate!,21,hint,,length,0.0,0.0,0.46224732194675866,0,0.01
2020-11-04T02:54:53.003283+00:00,144,2,8,0,26,True,I got six,Move your mouse along the length to count how many chocolates would fit along the length.,22,hint,,length,0.0,0.0,0.48184012063854487,0,0.01
2020-11-04T02:55:14.630828+00:00,144,2,8,0,26,True,got it!,:),51,nothing,,length,0.0,0.0,0.47136514835516136,0,0.0
2020-11-04T02:55:53.067469+00:00,144,2,8,0,26,True,🤷🏻‍♂️,"By sliding the chocolate along the length of the box and using the chocolate as a reference, you will find that the length fits 6 chocolates",23,hint,,length,0.0,0.0,0.0,0,0.01
2020-11-04T02:56:33.205745+00:00,144,2,8,0,26,True,ok got it! thanks!,Try thinking about the concept of volume to solve this problem.,64,question,,volume,0.74,0.0,0.47136514835516136,0,0.0
2020-11-04T02:59:55.600413+00:00,144,2,8,0,26,True,"ok, 6 x 5 x 3 = ... hmmmm... oh I know! 90!",We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,73,encourage,,volume,0.358,0.0,1,0,0.0
2020-11-04T03:01:32.242812+00:00,144,2,8,0,26,True,yup,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,weight,0.0,0.0,0.3416818900749188,0,0.01
2020-11-04T03:02:02.981928+00:00,144,2,8,0,26,True,90 x 2 = 180!                               ,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",33,hint,,weight,0.0,0.0,0.33847475201899313,0,0.01
2020-11-04T02:58:38.101514+00:00,144,2,8,0,26,True,,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,volume,0.0,0.0,0.0,0,0.01
2020-11-04T03:02:42.281599+00:00,144,2,8,0,26,True,"hmmm wait for me, I have to go to the bathroom!",Weight of the box of chocolates,34,hint,,weight,0.0,0.0,0.48184012063854487,0,0.01
2020-11-04T03:05:53.992762+00:00,144,2,8,0,26,True," one thing, I forgot how many ounces I weigh and I don't know how much you weigh in the first place","If we put our minds together, we can figure this problem out!",77,encourage,,comparison,0.0,0.0,1,0,0.0
2020-11-04T03:07:45.386075+00:00,144,2,8,0,26,True,"ummm...  I'm pretty sure that the BOX can go across, but someone has to paddle it across...","Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",39,hint,,comparison,0.2,0.0,0.48463823294756736,0,0.01
2020-11-04T03:07:56.954145+00:00,144,2,8,0,26,True,smaller,"Because 180 is smaller than 200, you should be safe to board the boat with the chocolates.",36,hint,,comparison,0.0,0.0,0.39718374546309043,0,0.01
2020-11-04T21:31:47.279965+00:00,148,4,3,5,28,True,Can I have pointers?,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,,volume,0.0,0.0,1,2,0.0
2020-11-04T21:33:21.570708+00:00,148,4,3,5,28,True,what is 90 divided by 2?,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,weight,0.0,0.0,1,0,0.01
2020-11-04T21:29:29.380209+00:00,148,4,3,5,28,True,What is the length of the box,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,73,encourage,,length,0.0,0.0,1,2,0.0
2020-11-05T01:28:00.95002+00:00,153,3,3,4,19,True,ok,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,volume,1.0,0.0,0.44682634883733874,0,0.01
2020-11-07T18:41:18.927465+00:00,159,2,3,1,10,False,im stuck,"If we put our minds together, we can figure this problem out!",77,encourage,,width,0.0,0.667,1,14,0.0
2020-11-07T18:42:10.867434+00:00,159,2,3,1,10,False,wats the anser,Hm... let's keep thinking!,88,question,,width,0.0,0.0,0.43094781785751085,14,0.0
2020-11-07T18:42:49.97241+00:00,159,2,3,1,10,False,wats the anser,You can move your mouse close to the box to turn it into a chocolate!,37,hint,True,width,0.0,0.0,0.43094781785751085,14,0.11
2020-11-07T18:44:19.068008+00:00,159,2,3,1,10,False,wats the anser!!!!,"The sooner we finish, the sooner we can cross the river on that boat! Let’s get to it!",86,encourage,,width,0.0,0.0,0.43094781785751085,14,0.0
2020-11-07T18:46:15.371696+00:00,159,2,3,1,10,False,wats the anser!!!!!!!!,"If we put our minds together, we can figure this problem out!",77,encourage,,width,0.0,0.0,0.43094781785751085,15,0.0
2020-11-07T18:46:29.217126+00:00,159,2,3,1,10,False,o        k,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,width,0.0,0.0,0.36725255189184836,15,0.0
2020-11-07T18:48:38.627707+00:00,159,2,3,1,10,False,ya,You’re almost there. Just keep trying!,71,encourage,,width,0.0,0.0,0.3689200873026627,16,0.0
2020-11-07T18:48:51.081869+00:00,159,2,3,1,10,False,ok,"The sooner we finish, the sooner we can cross the river on that boat! Let’s get to it!",86,encourage,,width,1.0,0.0,0.44682634883733874,16,0.0
2020-11-07T18:53:25.192633+00:00,159,2,3,1,10,False,i need a hint,You’re doing a great job so far. Just keep trying!,74,encourage,,width,0.0,0.0,1,21,0.0
2020-11-07T18:55:50.239193+00:00,159,2,3,1,10,False,i need a hint,I love a good challenge. Let’s regroup and think about this some more.,82,encourage,,width,0.0,0.0,1,25,0.0
2020-11-07T18:56:16.985982+00:00,159,2,3,1,10,False,i need a hint,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,,width,0.0,0.0,1,25,0.0
2020-11-07T19:06:51.473088+00:00,159,2,3,1,10,False,i need help,I’m so glad you’re here to help. I know you can solve this problem!,84,encourage,,width,0.73,0.0,1,35,0.0
2020-11-07T19:14:34.283846+00:00,161,2,1,0,15,False,What is the answer?,:),51,nothing,True,volume,0.0,0.0,1,8,0.1
2020-11-07T19:15:01.869849+00:00,161,2,1,0,15,False,Is it 10?,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,volume,0.0,0.0,0.47136514835516136,8,0.01
2020-11-07T19:19:04.486772+00:00,159,2,3,1,10,False,spoil it,"You’ve just about got it. Don’t give up, yet!",81,encourage,,width,0.0,0.0,0.47136514835516136,45,0.0
2020-11-07T19:19:23.090272+00:00,159,2,3,1,10,False,do it,:),51,nothing,,width,0.0,0.0,1,45,0.0
2020-11-07T19:20:58.303149+00:00,159,2,3,1,10,False,i cant do it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,width,0.0,0.0,1,46,0.0
2020-11-07T19:22:12.252583+00:00,159,2,3,1,10,False,dont do it one more time,Hm... let's keep thinking!,88,question,,width,0.0,0.0,1,46,0.0
2020-11-07T19:22:25.388401+00:00,159,2,3,1,10,False,ok!,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,,width,1.0,0.0,0.44682634883733874,46,0.0
2020-11-07T19:07:49.860993+00:00,159,2,3,1,10,False,no i cant,:),51,nothing,,width,0.0,0.688,0.48184012063854487,35,0.0
2020-11-07T19:19:35.396751+00:00,159,2,3,1,10,False,hihghujkjhgfgghjkhvgfghjnmbgfrtghnbgftgh,You’re super close! Let’s think about this a little more and try again.,75,encourage,,width,0.0,0.0,0.0,45,0.0
2020-11-07T19:21:29.755058+00:00,159,2,3,1,10,False,tell me the anser,:),51,nothing,,width,0.0,0.0,0.48829539291065993,46,0.0
2020-11-07T19:33:23.274367+00:00,159,2,3,1,10,False,are you goinn to help me,You’re almost there. Just keep trying!,71,encourage,,width,0.351,0.0,1,62,0.0
2020-11-07T19:46:22.565287+00:00,162,3,7,0,12,True,"Thankyou Betty,",You can move your mouse close to the box to turn it into a chocolate!,37,hint,,width,0.0,0.0,0.33141660884569996,0,0.01
2020-11-07T19:52:53.240889+00:00,162,3,7,0,12,True,i am doing math now,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,volume,0.0,0.0,0.48184012063854487,0,0.01
2020-11-07T19:53:11.604545+00:00,162,3,7,0,12,True,thanks,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,,volume,1.0,0.0,0.42358973262049815,0,0.0
2020-11-07T19:55:36.956604+00:00,162,3,7,0,12,True,Betty I need help,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,weight,0.574,0.0,1,0,0.11
2020-11-07T20:10:08.146784+00:00,159,2,3,1,10,False,i dont now the anser,:),51,nothing,True,width,0.0,0.0,1,62,0.1
2020-11-07T20:11:07.118036+00:00,159,2,3,1,10,False,i give up,:),51,nothing,,width,0.0,0.0,0.48184012063854487,64,0.0
2020-11-07T21:50:39.141696+00:00,179,4,5,2,21,True,i need a hint,"If we put our minds together, we can figure this problem out!",77,encourage,True,height,0.0,0.0,1,2,0.1
2020-11-07T21:51:01.799853+00:00,179,4,5,2,21,True,help,The people in the village need you! Keep working hard.,85,encourage,True,height,1.0,0.0,1,2,0.1
2020-11-07T21:52:09.19811+00:00,179,4,5,2,21,True,help,:),51,nothing,,height,1.0,0.0,1,6,0.0
2020-11-07T21:52:38.012269+00:00,179,4,5,2,21,True,help,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,height,1.0,0.0,1,7,0.01
2020-11-07T21:52:00.471162+00:00,179,4,5,2,21,True,help,I love a good challenge. Let’s regroup and think about this some more.,82,encourage,,height,1.0,0.0,1,6,0.0
2020-11-07T22:34:22.593888+00:00,168,4,2,5,17,True,I need help,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,volume,0.73,0.0,1,1,0.11
2020-11-08T19:04:47.656516+00:00,163,2,3,1,10,True,grrrrr,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,weight,0.0,0.0,0.0,0,0.01
2020-11-08T19:00:22.271967+00:00,163,2,3,1,10,True,HELP!,You’re super close! Let’s think about this a little more and try again.,75,encourage,,volume,1.0,0.0,1,4,0.0
2020-11-08T19:02:39.20009+00:00,163,2,3,1,10,True,You are not helpful.,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,volume,0.0,0.437,1,6,0.01
2020-11-08T20:09:42.329346+00:00,181,3,7,1,10,True,Need help,:),51,nothing,True,height,0.73,0.0,1,2,0.1
2020-11-08T20:09:59.742879+00:00,181,3,7,1,10,True,I need help,You’re doing a great job so far. Just keep trying!,74,encourage,,height,0.73,0.0,1,2,0.0
2020-11-08T20:12:22.969861+00:00,181,3,7,1,10,True,Help,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,length,1.0,0.0,1,5,0.01
2020-11-08T20:12:37.256283+00:00,181,3,7,1,10,True,I don't get it,:),51,nothing,,length,0.0,0.0,1,5,0.0
2020-11-08T20:13:52.591361+00:00,181,3,7,1,10,True,HELP,"You’re doing a great job. If we keep working like this, we’ll be done in no time!",83,encourage,,length,1.0,0.0,1,7,0.0
2020-11-08T20:14:08.934465+00:00,181,3,7,1,10,True,How to measure length,:),51,nothing,,length,0.0,0.0,1,7,0.0
2020-11-08T21:15:58.982501+00:00,171,3,0,5,20,True,What is the length?,I’m so glad you’re here to help. I know you can solve this problem!,84,encourage,True,length,0.0,0.0,1,0,0.1
2020-11-08T21:18:14.031761+00:00,171,3,0,5,20,True,Can I have a hint?,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,True,volume,0.0,0.0,1,0,0.1
2020-11-08T22:07:01.8295+00:00,196,4,8,0,28,True,Hey Buster,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,length,0.0,0.0,0.42271020014776006,1,0.01
2020-11-08T22:07:17.667283+00:00,196,4,8,0,28,True,I need help on finding the length,Hm... let's keep thinking!,88,question,,length,0.351,0.0,1,1,0.0
2020-11-08T22:32:09.731887+00:00,174,4,8,0,11,True,we do 90x2,:),51,nothing,,weight,0.0,0.0,1,0,0.0
2020-11-09T00:28:33.923267+00:00,177,2,4,0,26,True,okay never mind,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,weight,0.487,0.0,0.4751461906888138,0,0.01
2020-11-09T00:28:46.639983+00:00,177,2,4,0,26,True,okay thanks,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",33,hint,,weight,1.0,0.0,0.42358973262049815,0,0.01
