,Unnamed: 0,user_id,input_message_kid,stage,total_attempts_in_stage,grade_norm,pre-score_norm,stage_norm,failed_attempts_norm,pos_norm,neg_norm,hel_norm,anxiety_norm,action,output,postive_feedback,reward,grade,completed,pre,post,adjusted_score,anxiety,time_stored,action_number,p_hint,p_nothing,p_encourage,p_question
62,249,159,i need a hint,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,1.0,-0.94444444,2,You’re doing a great job so far. Just keep trying!,None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",62,0.006,0.455,0.512,0.027
63,250,159,i need a hint,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,1.0,-0.94444444,2,I love a good challenge. Let’s regroup and think about this some more.,None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",63,0.006,0.455,0.512,0.027
64,251,159,i need a hint,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,1.0,-0.94444444,2,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",64,0.006,0.455,0.512,0.027
65,252,159,i need help,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,0.46,-1.0,1.0,-0.94444444,2,I’m so glad you’re here to help. I know you can solve this problem!,None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",65,0.006,0.422,0.54,0.032
66,253,159,spoil it,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,-1.0,-0.94444444,2,"You’ve just about got it. Don’t give up, yet!",None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",66,0.035,0.515,0.427,0.023
67,254,159,do it,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,1.0,-0.94444444,1,:),None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",67,0.006,0.455,0.512,0.027
68,255,159,i cant do it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,1.0,-0.94444444,2,We need to solve this problem to stop the natural disaster. I believe in you!,None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",68,0.006,0.455,0.512,0.027
69,256,159,dont do it one more time,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,1.0,-0.94444444,3,Hm... let's keep thinking!,None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",69,0.006,0.455,0.512,0.027
70,257,159,ok!,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,1.0,-1.0,-1.0,-0.94444444,2,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",70,0.012,0.431,0.502,0.055
71,258,159,no i cant,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,0.376,-1.0,-0.94444444,1,:),None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",71,0.042,0.639,0.297,0.022
72,259,159,hihghujkjhgfgghjkhvgfghjnmbgfrtghnbgftgh,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,-1.0,-0.94444444,2,You’re super close! Let’s think about this a little more and try again.,None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",72,0.035,0.515,0.427,0.023
73,260,159,tell me the anser,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,-1.0,-0.94444444,1,:),None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",73,0.035,0.515,0.427,0.023
74,261,159,are you goinn to help me,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-0.298,-1.0,1.0,-0.94444444,2,You’re almost there. Just keep trying!,None,0.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",74,0.006,0.432,0.535,0.027
75,262,159,i dont now the anser,1.0,66.0,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,1.0,-0.94444444,1,:),True,0.1,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",75,0.006,0.455,0.512,0.027
76,263,159,i give up,,,-1.0,-0.25,-0.66666667,5.6,-1.0,-1.0,-1.0,-0.94444444,1,:),None,-8.0,2,False,3,3,1,10,"11-07-2020-12:13:39-PST
",76,0.035,0.515,0.427,0.023
77,264,179,i need a hint,0.0,8.0,1.0,0.25,-1.0,-0.2,-1.0,-1.0,1.0,-0.33333333,2,"If we put our minds together, we can figure this problem out!",True,0.1,4,True,5,5,2,21,"11-07-2020-14:01:07-PST
",77,0.016,0.486,0.459,0.039
78,265,179,help,0.0,8.0,1.0,0.25,-1.0,-0.2,1.0,-1.0,1.0,-0.33333333,2,The people in the village need you! Keep working hard.,True,0.1,4,True,5,5,2,21,"11-07-2020-14:01:07-PST
",78,0.026,0.297,0.565,0.112
79,266,179,help,0.0,8.0,1.0,0.25,-1.0,-0.2,1.0,-1.0,1.0,-0.33333333,1,:),None,0.0,4,True,5,5,2,21,"11-07-2020-14:01:07-PST
",79,0.026,0.297,0.565,0.112
80,267,179,help,0.0,8.0,1.0,0.25,-1.0,-0.2,1.0,-1.0,1.0,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,5,5,2,21,"11-07-2020-14:01:07-PST
",80,0.026,0.297,0.565,0.112
81,268,179,help,,,1.0,0.25,-1.0,-0.2,1.0,-1.0,1.0,-0.33333333,2,I love a good challenge. Let’s regroup and think about this some more.,None,1.9880000000000002,4,True,5,5,2,21,"11-07-2020-14:01:07-PST
",81,0.026,0.297,0.565,0.112
82,269,168,I need help,,,1.0,-0.5,0.0,-0.6,0.46,-1.0,1.0,-0.55555556,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,5.098,4,True,2,7,5,17,"11-07-2020-14:39:59-PST
",82,0.366,0.114,0.433,0.087
83,270,163,grrrrr,4.0,1.0,-1.0,-0.25,0.33333333,-0.9,-1.0,-1.0,-1.0,-0.94444444,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,3,4,1,10,"11-08-2020-11:07:58-PST
",83,0.915,0.016,0.047,0.022
84,271,163,HELP!,3.0,9.0,-1.0,-0.25,0.0,-0.1,1.0,-1.0,1.0,-0.94444444,2,You’re super close! Let’s think about this a little more and try again.,None,0.0,2,True,3,4,1,10,"11-08-2020-11:07:58-PST
",84,0.042,0.278,0.611,0.069
85,272,163,You are not helpful.,,,-1.0,-0.25,0.0,-0.1,-1.0,-0.126,-1.0,-0.94444444,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.985,2,True,3,4,1,10,"11-08-2020-11:07:58-PST
",85,0.809,0.049,0.11,0.032
86,273,181,Need help,0.0,3.0,0.0,0.75,-1.0,-0.7,0.46,-1.0,1.0,-0.94444444,1,:),True,0.1,3,True,7,8,1,10,"11-08-2020-12:19:17-PST
",86,0.035,0.359,0.521,0.085
87,274,181,I need help,0.0,3.0,0.0,0.75,-1.0,-0.7,0.46,-1.0,1.0,-0.94444444,2,You’re doing a great job so far. Just keep trying!,None,0.0,3,True,7,8,1,10,"11-08-2020-12:19:17-PST
",87,0.035,0.359,0.521,0.085
88,275,181,Help,2.0,10.0,0.0,0.75,-0.33333333,0.0,1.0,-1.0,1.0,-0.94444444,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,7,8,1,10,"11-08-2020-12:19:17-PST
",88,0.032,0.417,0.42,0.131
89,276,181,I don't get it,2.0,10.0,0.0,0.75,-0.33333333,0.0,-1.0,-1.0,1.0,-0.94444444,1,:),None,0.0,3,True,7,8,1,10,"11-08-2020-12:19:17-PST
",89,0.039,0.57,0.355,0.036
90,277,181,HELP,2.0,10.0,0.0,0.75,-0.33333333,0.0,1.0,-1.0,1.0,-0.94444444,2,"You’re doing a great job. If we keep working like this, we’ll be done in no time!",None,0.0,3,True,7,8,1,10,"11-08-2020-12:19:17-PST
",90,0.032,0.417,0.42,0.131
91,278,181,How to measure length,,,0.0,0.75,-0.33333333,0.0,-1.0,-1.0,1.0,-0.94444444,1,:),None,0.988,3,True,7,8,1,10,"11-08-2020-12:19:17-PST
",91,0.039,0.57,0.355,0.036
92,279,171,What is the length?,2.0,7.0,0.0,-1.0,-0.33333333,-0.3,-1.0,-1.0,1.0,-0.38888889,2,I’m so glad you’re here to help. I know you can solve this problem!,True,0.1,3,True,0,5,5,20,"11-08-2020-13:24:03-PST
",92,0.142,0.23,0.606,0.022
93,280,171,Can I have a hint?,,,0.0,-1.0,0.0,-0.8,-1.0,-1.0,1.0,-0.38888889,2,We need to solve this problem to stop the natural disaster. I believe in you!,True,5.101,3,True,0,5,5,20,"11-08-2020-13:24:03-PST
",93,0.429,0.109,0.43,0.032
94,281,196,Hey Buster,2.0,2.0,1.0,1.0,-0.33333333,-0.8,-1.0,-1.0,-1.0,0.05555556,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,8,8,0,28,"11-08-2020-14:11:43-PST
",94,0.823,0.029,0.036,0.112
95,282,196,I need help on finding the length,,,1.0,1.0,-0.33333333,-0.8,-0.298,-1.0,1.0,0.05555556,3,Hm... let's keep thinking!,None,-0.012,4,True,8,8,0,28,"11-08-2020-14:11:43-PST
",95,0.1,0.41,0.308,0.182
96,287,174,we do 90x2,,,1.0,1.0,0.33333333,-0.9,-1.0,-1.0,1.0,-0.88888889,1,:),None,0.001,4,True,8,7,0,11,"11-08-2020-14:34:10-PST
",96,0.53,0.259,0.117,0.094
97,288,177,okay never mind,4.0,1.0,-1.0,0.0,0.33333333,-0.9,-0.026000000000000002,-1.0,-1.0,-0.05555556,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,4,2,0,26,"11-08-2020-16:31:37-PST
",97,0.74,0.037,0.101,0.122
98,289,177,okay thanks,4.0,1.0,-1.0,0.0,0.33333333,-0.9,1.0,-1.0,-1.0,-0.05555556,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",None,0.01,2,True,4,2,0,26,"11-08-2020-16:31:37-PST
",98,0.557,0.032,0.143,0.268
99,290,177,uh do you know what 3*5*6=?,,,-1.0,0.0,0.0,-0.8,-1.0,-1.0,1.0,-0.05555556,1,:),True,0.07500000000000001,2,True,4,2,0,26,"11-08-2020-16:31:37-PST
",99,0.079,0.417,0.457,0.047
100,336,198,Im stuck could you please help me Yeti?,3.0,6.0,1.0,-0.5,0.0,-0.4,-0.166,-0.6659999999999999,1.0,-0.66666667,3,Try thinking about the concept of volume to solve this problem.,True,0.1,4,False,2,0,0,15,"11-09-2020-16:31:43-PST
",100,0.285,0.216,0.451,0.048
101,337,198,I need help,3.0,6.0,1.0,-0.5,0.0,-0.4,0.46,-1.0,1.0,-0.66666667,2,The people in the village need you! Keep working hard.,True,0.1,4,False,2,0,0,15,"11-09-2020-16:31:43-PST
",101,0.273,0.183,0.471,0.073
102,338,198,Im sorry I need help,3.0,6.0,1.0,-0.5,0.0,-0.4,-0.1,-0.5660000000000001,1.0,-0.66666667,2,This problem doesn’t stand a chance against us!,None,0.0,4,False,2,0,0,15,"11-09-2020-16:31:43-PST
",102,0.283,0.22,0.447,0.05
